Borough,Method_of_Killing,Sex,Domestic_Abuse,Solved_Status
Ealing,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Islington,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Islington,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Islington,Shooting,Male,Not Domestic Abuse,Solved
Islington,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Shooting,Male,Not Domestic Abuse,Unsolved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Southwark,Blunt Implement,Male,Not Domestic Abuse,Unsolved
Southwark,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Southwark,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,"Physical Assault, no weapon",Male,Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Bromley,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Bromley,Blunt Implement,Male,Not Domestic Abuse,Unsolved
Greenwich,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,"Physical Assault, no weapon",Female,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Bexley,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Sutton,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Tower Hamlets,Shooting,Male,Not Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Redbridge,"Physical Assault, no weapon",Female,Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Redbridge,"Physical Assault, no weapon",Female,Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Hackney,Shooting,Male,Not Domestic Abuse,Solved
Hackney,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Waltham Forest,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Waltham Forest,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Waltham Forest,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Waltham Forest,Shooting,Male,Not Domestic Abuse,Unsolved
Brent,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Barking and Dagenham,Blunt Implement,Male,Not Domestic Abuse,Solved
Enfield,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Enfield,Blunt Implement,Male,Domestic Abuse,Solved
Newham,Blunt Implement,Female,Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Newham,Shooting,Male,Not Domestic Abuse,Unsolved
Newham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Newham,Shooting,Male,Not Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Havering,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Havering,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Kensington and Chelsea,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Hammersmith and Fulham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Blunt Implement,Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Westminster,Blunt Implement,Male,Domestic Abuse,Solved
Wandsworth,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Kingston upon Thames,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Hounslow,"Physical Assault, no weapon",Male,Not Domestic Abuse,Unsolved
Hounslow,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Hounslow,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Richmond upon Thames,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Richmond upon Thames,Knife or Sharp Implement,Male,Domestic Abuse,Solved
Richmond upon Thames,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Hillingdon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Hillingdon,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Hillingdon,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Lambeth,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Ealing,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Islington,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Lambeth,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lambeth,Shooting,Male,Not Domestic Abuse,Unsolved
Lambeth,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Brent,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Brent,"Physical Assault, no weapon",Male,Not Domestic Abuse,Unsolved
Brent,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Brent,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Brent,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Brent,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Harrow,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Barnet,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Barnet,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Barnet,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Barnet,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Ealing,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Ealing,Blunt Implement,Male,Not Domestic Abuse,Unsolved
Ealing,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Ealing,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Ealing,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Ealing,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Islington,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Islington,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Islington,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Haringey,Shooting,Male,Not Domestic Abuse,Solved
Haringey,Shooting,Male,Not Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Southwark,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Female,Not Domestic Abuse,Unsolved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Croydon,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Croydon,Blunt Implement,Male,Not Domestic Abuse,Solved
Croydon,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Bexley,Shooting,Male,Not Domestic Abuse,Unsolved
Greenwich,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Tower Hamlets,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Redbridge,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Redbridge,"Physical Assault, no weapon",Female,Not Domestic Abuse,Solved
Redbridge,"Physical Assault, no weapon",Female,Not Domestic Abuse,Solved
Redbridge,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Redbridge,Shooting,Male,Not Domestic Abuse,Unsolved
Redbridge,Shooting,Male,Not Domestic Abuse,Unsolved
Hackney,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Waltham Forest,Shooting,Male,Not Domestic Abuse,Solved
Waltham Forest,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Waltham Forest,Shooting,Male,Not Domestic Abuse,Solved
Waltham Forest,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Barking and Dagenham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Barking and Dagenham,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Barking and Dagenham,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Enfield,Blunt Implement,Female,Domestic Abuse,Solved
Enfield,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Enfield,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Enfield,Blunt Implement,Male,Not Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Female,Domestic Abuse,Solved
Newham,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Newham,Knife or Sharp Implement,Female,Domestic Abuse,Unsolved
Kensington and Chelsea,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Kensington and Chelsea,Shooting,Male,Not Domestic Abuse,Unsolved
Hammersmith and Fulham,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Female,Domestic Abuse,Unsolved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Shooting,Male,Not Domestic Abuse,Unsolved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Hillingdon,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Hillingdon,"Physical Assault, no weapon",Male,Not Domestic Abuse,Unsolved
Lambeth,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Lambeth,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Harrow,Blunt Implement,Male,Not Domestic Abuse,Solved
Harrow,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Barnet,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Barnet,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Ealing,Shooting,Male,Not Domestic Abuse,Unsolved
Haringey,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Southwark,"Physical Assault, no weapon",Female,Domestic Abuse,Solved
Lewisham,Knife or Sharp Implement,Female,Not Domestic Abuse,Solved
Greenwich,"Physical Assault, no weapon",Male,Not Domestic Abuse,Solved
Bexley,Shooting,Male,Not Domestic Abuse,Solved
Tower Hamlets,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Waltham Forest,Blunt Implement,Male,Not Domestic Abuse,Solved
Waltham Forest,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
Newham,Knife or Sharp Implement,Male,Not Domestic Abuse,Solved
Westminster,Knife or Sharp Implement,Male,Not Domestic Abuse,Unsolved
